gene_id	gene_short_name	GS-1_FPKM	GS-2_FPKM	GS-3_FPKM	CK-1_FPKM	CK-2_FPKM	CK-3_FPKM	M-1_FPKM	M-2_FPKM	M-3_FPKM	GS-1_count	GS-2_count	GS-3_count	CK-1_count	CK-2_count	CK-3_count	M-1_count	M-2_count	M-3_count
69364	1700012P22Rik	0	0	0	0	0	0	0	0.0348766	0	0	0	0	0	0	0	0	0.983769	0
76921	1700013D24Rik	0	0	0	0	0.0896883	0.110832	0	0	0	0	0	0	0	0.922255	1.12186	0	0	0
75504	1700013F07Rik	2.73337	1.35103	2.4262	1.64013	1.70191	2.34796	2.23395	3.38907	5.57654	41.9959	20.8679	39.0497	25.116	26.7454	35.8995	34.9073	52.1398	85.5616
	1700013G23Rik	0.310418	0.656285	0.673959	0.382543	1.5976	1.47018	0.889237	1.93703	1.68538	3.81781	7.94969	8.54211	4.65111	19.3673	17.9498	11.2935	23.6105	20.7149
69380	1700013G24Rik	0	0.0371982	0	0	0	0	0	0	0	0	0.993711	0	0	0	0	0	0	0
75514	1700013H16Rik	0.0205281	0.0421281	0.0509628	0	0.0381149	0	0.0447878	0.0209483	0.0586892	0.954453	1.98742	2.4406	0	1.84451	0	2.05337	0.983769	2.70195
76925	1700015E13Rik	0.376785	0.849658	0.707157	0.842527	0.209912	0.439885	0.877109	0.720858	0.306656	6.68117	14.9057	13.4233	14.8835	3.68902	7.85302	16.4269	12.789	5.40389
381716	1700015F17Rik	0	0.143643	0.274624	0	0	0.0824911	0	0.0720452	0	0	1.98742	3.66091	0	0	1.12186	0	0.983769	0
69428	1700016C15Rik	0.193279	0.10103	0.0604076	0	0.0466849	0.0574549	0.104959	0.201722	0.712256	3.81781	1.98742	1.2203	0	0.922255	1.12186	2.05337	3.93508	13.5097
76413	1700016D06Rik	0.0222372	0.0230589	0	0	0	0	0	0	0.0215853	0.954453	0.993711	0	0	0	0	0	0	0.900649
71867	1700016G22Rik	0.0811337	0	0.103828	0	0.155682	0	0.0872151	0	0	0.954453	0	1.2203	0	1.84451	0	1.02668	0	0
74218	1700016H13Rik	0.250864	0.218087	0.255211	0.20452	0.139379	0.228824	0.278704	0.298592	0.275328	5.72672	4.96855	4.88121	4.65111	2.76676	4.48744	6.1601	5.90261	5.40389
74230	1700016K19Rik	7.43365	4.50438	7.846	3.16398	6.35003	7.34876	4.67487	7.23575	11.7527	179.437	109.308	192.808	78.1386	156.783	180.619	116.015	180.03	305.32
69412	1700016L04Rik	0	0	0	0	0	0	0	0.0933741	0	0	0	0	0	0	0	0	1.96754	0
72208	1700016L21Rik	0	0	0.19109	0	0	0	0	0	0	0	0	1.2203	0	0	0	0	0	0
74211	1700017B05Rik	5.60319	5.10515	5.506	5.58832	7.47071	5.5588	5.71273	5.63417	5.86418	716.794	647.899	698.013	709.759	947.156	712.381	736.132	714.216	738.532
69369	1700017D01Rik	0	0	0.0396402	0.0628617	0.0292795	0.0376976	0	0	0	0	0	1.2203	1.86044	0.922255	1.12186	0	0	0
100040882	1700017G19Rik	0.0140781	0	0.0187701	0	0.0263976	0	0.0316673	0.0147038	0	0.954453	0	1.2203	0	1.84451	0	2.05337	0.983769	0
71307	1700018A04Rik	0.438745	0.344505	0.0693312	0.159874	0.265704	0.128187	0.460861	0.224519	0.254258	7.63562	5.96226	1.2203	2.79066	4.61127	2.24372	8.21347	3.93508	4.50324
76405	1700018B08Rik	0	0.0443586	0.0564758	0	0	0.0490691	0	0	0	0	0.993711	1.2203	0	0	1.12186	0	0	0
66332	1700018B24Rik	0.00977427	0	0	0	0	0	0	0	0	0.954453	0	0	0	0	0	0	0	0
75524	1700018C11Rik	0	0.0595457	0.0719399	0	0	0	0	0	0.0532614	0	0.993711	1.2203	0	0	0	0	0	0.900649
69396	1700018F24Rik	0.0675332	0	0	0	0.0322138	0	0.144355	0	0	1.90891	0	0	0	0.922255	0	4.10674	0	0
67329	1700018L02Rik	4.33627	4.3621	3.87945	3.33294	3.51182	4.82249	5.6709	4.83215	3.85969	85.9008	85.4591	76.879	66.0457	68.2468	96.48	113.962	95.4256	76.5551
76406	1700019B03Rik	0.0650036	0.13694	0.0812625	0.0212209	0.020922	0.077102	0	0.0225285	0.0206746	2.86336	5.96226	3.66091	0.930221	0.922255	3.36558	0	0.983769	0.900649
75545	1700019B21Rik	0	0	0	0	0	0	0.0653622	0.0616111	0	0	0	0	0	0	0	1.02668	0.983769	0
67080	1700019D03Rik	1.25954	1.42368	0.524547	0.448527	0.537498	0.478109	0.494115	0.933611	1.60138	23.8613	26.8302	9.76242	8.37199	10.1448	8.97488	9.24016	17.7078	29.7214
75541	1700019G17Rik	0.56189	0.529364	0.617943	0.734362	0.480365	0.686883	0.655958	0.326239	0.932192	51.5405	42.7296	53.6933	61.3946	45.1905	47.1181	50.3075	29.5131	65.7474
72249	1700019G24Rik	0	0	0	0	0	0.103761	0	0.0909613	0.0841102	0	0	0	0	0	1.12186	0	0.983769	0.900649
227736	1700019L03Rik	1.93597	1.17049	1.46523	1.05082	1.20445	2.68849	1.50345	2.15129	4.19662	116.443	70.5535	90.3023	65.1155	73.7804	164.913	94.4549	133.793	271.996
67507	1700019N19Rik	0	0.0413417	0.0489835	0	0	0	0.0413046	0	0.111304	0	0.993711	1.2203	0	0	0	1.02668	0	2.70195
71863	1700019O17Rik	0	0	0.020772	0.0163011	0	0.0587923	0.0352133	0.0343567	0	0	0	1.2203	0.930221	0	3.36558	2.05337	1.96754	0
75656	1700020A23Rik	0.0652217	0	0.0826009	0.0641776	0	0.119745	0.0693523	0	0.0644145	0.954453	0	1.2203	0.930221	0	1.12186	1.02668	0	0.900649
75555	1700020D05Rik	1.17151	1.62939	1.4439	1.6859	1.05911	1.36772	1.76044	1.3485	1.08082	29.588	40.7421	36.6091	42.7902	26.7454	34.7777	45.1741	34.4319	27.9201
75630	1700020G17Rik	0.136994	0.072603	0.083533	0.136454	0	0.163334	0.142333	0.142911	0	1.90891	0.993711	1.2203	1.86044	0	2.24372	2.05337	1.96754	0
66602	1700020I14Rik	83.2216	81.389	93.4259	85.3884	61.5254	85.625	107.889	86.7351	79.4883	3262.32	3218.63	3449.79	3290.19	2494.7	3356.61	3940.41	3339.9	2978.45
66330	1700020L24Rik	5.97209	5.80416	6.26246	5.62428	3.83578	6.28235	5.04871	4.74697	4.80145	102.126	98.3774	106.166	98.6034	65.4801	109.942	89.3215	83.6204	88.2636
76402	1700020M21Rik	0.0748756	0.0783814	0	0.0738795	0	0	0	0	0.293738	0.954453	0.993711	0	0.930221	0	0	0	0	3.6026
67692	1700020N01Rik	0	0.0825201	0	0	0.0370297	0.0467889	0	0	0	0	1.98742	0	0	0.922255	1.12186	0	0	0
67086	1700020N18Rik	0.247895	0.0874213	0.106874	0.325148	0.401273	0.482808	0.443694	0.59636	0.230725	2.86336	0.993711	1.2203	3.72088	4.61127	5.6093	5.13342	6.88638	2.70195
67851	1700021F05Rik	9.76607	10.0937	9.97891	9.52244	9.83635	10.7148	10.8694	10.0107	11.8836	298.744	310.038	300.194	293.02	306.189	326.461	326.486	305.952	365.663
100502698	1700021K19Rik	12.1083	11.3301	10.4874	12.3171	10.7304	11.9185	12.107	12.2907	11.1914	1786.74	1671.42	1524.16	1830.68	1592.73	1771.42	1787.46	1818.99	1662.6
69409	1700021N21Rik	0	0.0426526	0.211009	0.161785	0.156632	0.193358	0.178311	0.212012	0.158258	0	0.993711	4.88121	3.72088	3.68902	4.48744	4.10674	4.91885	3.6026
69420	1700022H16Rik	0	0	0	0	0.0968562	0	0	0	0	0	0	0	0	0.922255	0	0	0	0
67317	1700022I11Rik	0.248267	0.278449	0.235227	0.183864	0.242446	0.115442	0.129866	0.156667	0.210279	31.4969	35.7736	30.5075	23.2555	31.3567	14.5842	16.4269	19.6754	26.1188
	1700022P22Rik	0	0	0	0	0	0	0	0.11764	0	0	0	0	0	0	0	0	0.983769	0
71868	1700023E05Rik	0.196422	0.16134	0.123842	0.0757106	0.221928	0.0914941	0.230353	0.180551	0.383093	9.54453	7.94969	6.10151	3.72088	11.0671	4.48744	11.2935	8.85392	18.9136
69441	1700023F06Rik	0.036297	0.0872729	0	0	0	0	0	0	0.0380449	0.954453	1.98742	0	0	0	0	0	0	0.900649
76419	1700023L04Rik	0.986626	1.08747	1.40495	0.842399	0.585538	1.31965	2.34728	1.20317	2.08769	15.2712	16.8931	21.9654	13.0231	9.22255	20.1935	36.9606	18.6916	33.324
73270	1700024F13Rik	0.0641355	0	0	0.128443	0	0.228028	0	0.0681139	0	0.954453	0	0	1.86044	0	3.36558	0	0.983769	0
67085	1700024G13Rik	6.04421	3.25957	5.76706	2.65889	4.14654	10.6876	2.85245	9.7318	17.495	34.3603	17.8868	32.9482	14.8835	23.0564	60.5804	16.4269	55.0911	98.1707
	1700024P03Rik	0.0345538	0	0.0913446	0.0342188	0	0.0406947	0.0768833	0.107087	0	0.954453	0	2.4406	0.930221	0	1.12186	2.05337	2.95131	0
242594	1700024P16Rik	0.320049	0.157332	0.346162	0.149125	0.263274	0.104096	0.29321	0.230455	0.410686	38.1781	18.8805	40.27	17.6742	32.2789	12.3405	33.8806	27.5455	48.635
72211	1700025C18Rik	0.054019	0	0.0698304	0	0	0	0	0	0.0511861	0.954453	0	1.2203	0	0	0	0	0	0.900649
67081	1700025F24Rik	0.0468438	0	0.0610474	0.0464529	0.0444814	0	0	0.0483104	0.0454566	0.954453	0	1.2203	0.930221	0.922255	0	0	0.983769	0.900649
69399	1700025G04Rik	3.79169	2.93206	4.229	3.13864	2.24664	3.6658	3.95711	3.79908	3.74076	1131.98	886.39	1234.95	926.5	688.002	1085.96	1133.46	1112.64	1070.87
69986	1700025N23Rik	0.424479	0.239014	0.300537	0.266209	0.329783	0.362753	0.254951	0.200472	0.225868	10.499	5.96226	7.32181	6.51155	8.30029	8.97488	6.1601	4.91885	5.40389
75556	1700026D08Rik	5.04546	3.03019	4.74896	2.86168	4.02221	6.34155	4.24413	6.98051	9.56786	197.572	117.258	186.706	110.696	159.55	247.931	165.296	273.488	371.067
70371	1700026D11Rik	0	0	0.0608049	0	0.0905057	0.0556557	0	0	0	0	0	1.2203	0	1.84451	1.12186	0	0	0
69987	1700026L06Rik	7.12986	4.36887	6.14914	4.4362	5.853	6.21663	4.23137	8.27477	10.5477	105.944	63.5975	93.9632	65.1155	85.7697	91.9925	64.6811	122.971	157.614
69999	1700027F09Rik	0	0	0	0	0	0	0	0	0.0490615	0	0	0	0	0	0	0	0	0.900649
75567	1700027I24Rik	0	0	0.0827672	0	0	0	0	0	0	0	0	1.2203	0	0	0	0	0	0
69443	1700027J07Rik	0.0311772	0	0.0396116	0.0303561	0	0.0730408	0	0	0.0595956	0.954453	0	1.2203	0.930221	0	2.24372	0	0	1.8013
625175	1700028E10Rik	0.618566	0.50928	0.499955	0.530203	0.37691	0.437478	0.627385	0.54	0.395755	31.4969	23.8491	20.7451	26.9764	16.6006	17.9498	30.8005	26.5618	18.013
70003	1700028I16Rik	0.0942767	0	0	0	0	0	0.0506561	0.0481891	0.044083	1.90891	0	0	0	0	0	1.02668	0.983769	0.900649
70004	1700028J19Rik	0.116893	0.456178	0.411355	0.0770251	0.339512	0.228448	0.29797	0.283967	0.229981	2.86336	10.9308	9.76242	1.86044	8.30029	5.6093	7.18679	6.88638	5.40389
76421	1700028K03Rik	0.473346	0.446256	0.545281	0.648731	0.370335	0.386245	0.623857	0.72343	0.641899	41.0418	38.7547	46.3717	51.1623	33.2016	32.5342	50.3075	60.0099	50.4365
67483	1700028P14Rik	4.38327	2.67895	3.45016	1.35888	2.99662	3.38648	1.83571	3.60086	5.46824	104.035	62.6038	81.7602	31.6275	71.9359	79.6521	43.1207	84.6041	127.892
69495	1700029B22Rik	0	0	0	0	0	0	0	0	0.0536438	0	0	0	0	0	0	0	0	0.900649
66501	1700029H14Rik	0	0.0565066	0	0.0175344	0.0174089	0.0215094	0	0.0186386	0	0	2.98113	0	0.930221	0.922255	1.12186	0	0.983769	0
75641	1700029I15Rik	0.587943	0	0.249019	0	0	0.238855	0.207847	0.408379	0.399999	2.86336	0	1.2203	0	0	1.12186	1.02668	1.96754	1.8013
72264	1700029J03Rik	0	0.0469622	0	0	0	0	0	0	0	0	0.993711	0	0	0	0	0	0	0
69479	1700029J07Rik	3.1955	2.48177	2.94341	2.11421	1.82702	3.4104	2.56504	3.90747	5.14419	302.562	241.472	275.788	200.928	181.684	323.096	234.084	369.897	489.052
73937	1700029M20Rik	0.024174	0	0	0	0.0115904	0	0	0	0	1.90891	0	0	0	0.922255	0	0	0	0
66346	1700029P11Rik	0.0373496	0.0778636	0	0	0	0	0	0	0	0.954453	1.98742	0	0	0	0	0	0	0
74179	1700030A11Rik	0.042851	0	0	0	0.0816376	0	0	0	0	0.954453	0	0	0	1.84451	0	0	0	0
69513	1700030C10Rik	1.13312	1.82919	2.04219	2.25836	0.953871	1.30006	1.74904	1.30763	1.14015	49.6315	80.4906	90.3023	99.5337	42.4237	57.2149	77.0013	57.0586	49.5357
72277	1700030F18Rik	0.0698132	0	0	0	0	0	0	0	0	0.954453	0	0	0	0	0	0	0	0
69528	1700030J22Rik	1.11493	0.693215	1.02049	0.575513	0.801792	1.0781	0.78166	1.28362	1.41599	93.5364	58.6289	84.2008	48.3715	68.2468	90.8707	64.6811	107.231	117.084
72254	1700030K09Rik	3.00563	3.05191	3.09409	3.12347	2.53633	3.32736	2.87695	3.63664	3.55806	228.114	232.528	230.637	239.067	195.518	254.662	217.657	278.407	271.996
70055	1700030L20Rik	0.0388301	0	0	0	0.0371339	0	0	0	0	0.954453	0	0	0	0.922255	0	0	0	0
72259	1700030M09Rik	0.0351015	0.110051	0.0440195	0	0.101087	0	0	0	0	0.954453	2.98113	1.2203	0	2.76676	0	0	0	0
73286	1700031A10Rik	0.15805	0.0831917	0.192228	0.155045	0.231673	0.0938896	0.0828468	0.0831588	0.0782316	1.90891	0.993711	2.4406	1.86044	2.76676	1.12186	1.02668	0.983769	0.900649
78414	1700034E13Rik	0	0.210424	0.111821	0.101583	0.0961946	0.120249	0.296754	0.313019	0	0	1.98742	1.2203	0.930221	0.922255	1.12186	3.08005	2.95131	0
73324	1700034F02Rik	0.214292	0.152656	0.372271	0.149608	0.161268	0.146952	0.185871	0.18349	0.252315	15.2677	10.9111	25.6259	10.2009	11.9852	10.0855	12.3187	12.7611	17.0915
98736	1700034H15Rik	0.106501	0.119009	0.160328	0.13742	0.0946082	0.107545	0.184958	0.208132	0.0894512	12.4079	13.9119	19.5248	15.8138	11.0671	12.3405	21.5604	23.6105	9.90714
73297	1700034I23Rik	0.255769	0.321377	0.25847	0.223479	0.066508	0.184344	0.286002	0.237336	0.153037	17.1802	21.8616	17.0842	14.8835	4.61127	12.3405	18.4803	15.7403	9.90714
73344	1700034J05Rik	0.725373	0.667088	0.67768	0.735823	0.267571	0.581366	0.923284	0.972912	0.580096	53.4494	49.6855	50.0324	53.9214	20.2896	42.6307	66.7187	70.8209	41.4298
73331	1700034P13Rik	3.55028	4.0131	4.73698	4.14031	5.21568	3.46367	3.60586	3.55353	3.38492	123.124	139.119	167.181	146.045	181.684	121.161	128.336	124.939	121.588
73283	1700036G14Rik	0	0	0	0	0	0	0	0	0.0727071	0	0	0	0	0	0	0	0	0.900649
73261	1700037C18Rik	2.93889	2.71626	2.3885	2.30886	4.24119	3.1295	2.79694	3.40801	3.67526	89.7186	82.478	74.4384	71.627	129.116	97.6018	89.3215	105.263	116.184
67326	1700037H04Rik	7.66456	8.22738	7.65059	8.13369	8.87223	7.73407	7.00873	10.0202	13.6681	207.116	219.61	206.231	219.532	237.019	210.91	191.99	270.536	364.763
76713	1700039E15Rik	0.0217981	0	0	0	0	0	0	0	0.0208091	0.954453	0	0	0	0	0	0	0	0.900649
73287	1700040L02Rik	2.13493	1.35938	1.36682	1.46756	1.16352	2.2733	2.14589	2.66034	4.02117	81.1285	51.673	51.2527	55.8133	45.1905	86.3832	80.0814	102.312	154.912
73347	1700042B14Rik	0	0.0410655	0	0	0	0	0	0	0	0	0.993711	0	0	0	0	0	0	0
73349	1700042G15Rik	0	0.0336011	0	0	0	0	0	0	0.0164475	0	1.98742	0	0	0	0	0	0	0.900649
73321	1700042O10Rik	0	0	0	0.0354179	0	0	0	0	0	0	0	0	0.930221	0	0	0	0	0
73348	1700045H11Rik	0	0	0.0975086	0	0	0	0	0	0	0	0	1.2203	0	0	0	0	0	0
74328	1700047E10Rik	0	0.143802	0.181185	0.0664763	0.0659398	0	0	0	0	0	1.98742	2.4406	0.930221	0.922255	0	0	0	0
73339	1700047G03Rik	0.107063	0.0557377	0.0684914	0.104117	0.101087	0	0	0.0553246	0	1.90891	0.993711	1.2203	1.86044	1.84451	0	0	0.983769	0
67330	1700047M11Rik	0.33852	0.07087	0	0.132446	0	0.0802438	0	0	0.317871	4.77226	0.993711	0	1.86044	0	1.12186	0	0	4.50324
100503166	1700048M11Rik	0.722499	0.328101	0.523544	0.725416	0.608224	0.613074	0.654913	1.08383	1.21357	6.68117	2.98113	4.88121	6.51155	5.53353	5.6093	6.1601	9.83769	10.8078
69430	1700048O20Rik	0.582748	0.751473	0.956317	0.775382	0.888831	0.87957	1.19221	0.802043	1.25203	30.5425	39.7484	48.8121	39.9995	47.9572	45.9963	59.5477	41.3183	63.0454
100039727	1700049E15Rik	0	0.0476736	0.0608314	0	0.392276	0	0	0	0.045144	0	0.993711	1.2203	0	8.30029	0	0	0	0.900649
73430	1700049G17Rik	5.21076	4.92569	5.94871	4.70583	4.12553	4.86502	5.82963	5.97969	5.38344	858.053	819.811	927.429	747.898	713.825	785.302	867.548	952.288	809.683
73431	1700052K11Rik	4.39887	4.78802	4.79655	4.96566	4.67337	4.94859	5.12523	5.29485	5.74976	295.88	325.937	318.499	333.019	320.945	332.071	336.752	354.157	382.776
73419	1700052N19Rik	6.29714	5.70399	6.71192	5.85175	6.18438	6.79912	6.17491	7.21535	7.77917	376.054	342.83	383.175	345.112	381.813	404.991	349.073	425.972	444.02
78457	1700054A03Rik	0	0	0.0665744	0	0	0	0.0561603	0.0553403	0.102559	0	0	1.2203	0	0	0	1.02668	0.983769	1.8013
	1700054O13Rik	0	0	0.264376	0.147543	0	0	0	0	0	0	0	3.66091	1.86044	0	0	0	0	0
73458	1700055N04Rik	0.10107	0.0352359	0.0214984	0.0164006	0	0.0196523	0.0179627	0.0694294	0.141269	5.72672	1.98742	1.2203	0.930221	0	1.12186	1.02668	3.93508	8.10584
73363	1700056E22Rik	0.490648	0.452106	0.234629	0.640238	0.479634	0.356336	0.502277	0.304291	0.688678	7.63562	6.95597	3.66091	10.2324	7.37804	5.6093	8.21347	4.91885	11.7084
78459	1700057G04Rik	0	0.0355057	0.134856	0	0.0641594	0.123305	0	0.0361938	0	0	0.993711	3.66091	0	1.84451	3.36558	0	0.983769	0
	1700058G18Rik	0.189429	0.347976	0.286219	0.183068	0.136877	0.278847	0.386972	0.338699	0.219564	3.81781	6.95597	6.10151	3.72088	2.76676	5.6093	8.21347	6.88638	4.50324
73399	1700060C20Rik	0	0	0	0.0978652	0	0.115733	0	0.102433	0	0	0	0	0.930221	0	1.1219	0	0.983769	0
78625	1700061G19Rik	0.0400464	0.0984722	0.0853896	0.129185	0.153737	0.0776468	0.0999137	0.109422	0.187583	2.86336	6.95597	6.10151	9.30221	11.0671	5.6093	7.18679	7.87015	13.5097
433646	1700061I17Rik	0.0293018	0	0	0.0145152	0.0138973	0.0696295	0	0.0454744	0.0708552	1.90891	0	0	0.930221	0.922255	4.48744	0	2.95131	4.50324
73452	1700063O14Rik	0	0	0	0	0	0	0	0.10284	0	0	0	0	0	0	0	0	0.983769	0
73457	1700064M15Rik	0	0.254053	0.214027	0	0.0783424	0	0.0886172	0.0836967	0	0	2.98113	2.4406	0	0.922255	0	1.02668	0.983769	0
73410	1700065D16Rik	0.130266	0	0	0.26182	0	0	0	0	0	0.954453	0	0	1.86044	0	0	0	0	0
78462	1700065I16Rik	0.0991909	0.0513106	0.0657757	0	0	0.11431	0	0.0507022	0	1.90891	0.993711	1.2203	0	0	2.24372	0	0.983769	0
73409	1700065J11Rik	0	0	0.177168	0	0	0	0	0	0	0	0	1.2203	0	0	0	0	0	0
73455	1700065J18Rik	0	0	0	0	0	0	0	0	0.135878	0	0	0	0	0	0	0	0	0.900649
73449	1700066B19Rik	0.474143	0.763456	0.533505	0.309948	1.40983	0.284171	0.262742	0.223545	0.312451	35.3148	57.6352	39.0497	23.2555	107.904	21.3153	19.507	16.7241	23.4169
	1700066J24Rik	3.4639	2.72117	2.55382	3.70836	2.41144	3.74562	4.21535	3.66177	2.24044	66.8117	52.6667	50.0324	72.5573	47.035	72.9209	84.1881	71.8151	44.1318
73467	1700066M21Rik	4.37502	4.85078	4.82189	5.21824	4.63035	5.32497	5.8176	4.94574	5.10638	365.555	410.403	384.395	420.46	403.025	435.282	446.608	400.394	394.484
74916	1700066O22Rik	0.0373286	0	0	0	0	0	0	0.077716	0.071825	0.954453	0	0	0	0	0	0	1.96754	1.8013
73475	1700067G17Rik	0.0940488	0	0	0	0	0	0	0.0985002	0	0.954453	0	0	0	0	0	0	0.983769	0
73453	1700067K01Rik	0.149253	0.156569	0	0.253384	0.143415	0.218005	0.197433	0.19212	0.206279	3.81781	3.97484	0	6.51155	3.68902	5.6093	5.13342	4.91885	5.40389
68224	1700067P10Rik	0.166553	0	0	0	0	0	0	0	0.0514249	2.86336	0	0	0	0	0	0	0	0.900649
381707	1700069L16Rik	0.0555477	0.059033	0	0	0	0	0	0	0	0.954453	0.993711	0	0	0	0	0	0	0
237880	1700071K01Rik	0	0.0797995	0	0	0	0	0	0	0	0	1.98742	0	0	0	0	0	0	0
73504	1700071M16Rik	0.899883	0.824114	0.947406	1.22145	1.91809	0.594723	0.762597	0.59343	0.909221	70.6295	65.5849	75.6587	93.9523	155.861	45.9962	57.4943	45.2534	66.648
381827	1700073E17Rik	0.351737	0.382052	0.657914	0.456399	0.137225	0.484664	0.544201	0.540609	0.441636	50.586	55.6478	91.5226	65.1155	20.2896	69.5553	74.9479	76.734	61.2441
73480	1700074H08Rik	0.0928932	0.192528	0.117935	0.092511	0	0.109747	0.101988	0	0	0.954453	1.98742	1.2203	0.930221	0	1.12186	1.02668	0	0
74279	1700080O16Rik	0	0.0222021	0.0267878	0	0	0	0	0	0	0	0.993711	1.2203	0	0	0	0	0	0
78465	1700084C01Rik	0.310836	0.120329	0.121862	0.189033	0.184812	0.0920195	0.0833105	0.358665	0.742347	15.2712	5.96226	6.10151	9.30221	9.22255	4.48744	4.10674	17.7078	36.9266
67350	1700084E18Rik	2.12917	1.75234	1.75538	1.77693	1.31685	2.51528	1.45459	2.34572	2.28814	13.3623	10.9308	10.9827	11.1627	8.30029	15.706	9.24016	14.7565	14.4104
73486	1700084J12Rik	0.193076	0.608517	0.426226	0.47712	0.230217	0.457781	0.664613	0.298651	0.559219	3.81904	11.9259	8.54354	9.3035	4.61245	8.97636	13.3482	5.9038	10.8091
	1700085B03Rik	0.0966358	0	0	0.196835	0	0	0.21718	0.0688634	0.0467904	1.90888	0	0	2.79052	0	0	3.07977	0.983353	0.900649
74283	1700085C21Rik	0.253105	0.113208	0.462047	0.0719208	0.0348643	0.215621	0.198346	0.265289	0.248835	6.68117	2.98113	12.203	1.8609	0.922255	5.6093	5.13342	6.88638	6.30492
74284	1700086L19Rik	0.0897923	0	0.0578735	0	0.0839255	0.155565	0.0863843	0.144543	0.333036	1.90891	0	1.2203	0	1.84451	3.36558	2.05337	3.93508	7.20519
73516	1700086O06Rik	1.73528	2.48468	1.89228	2.13538	1.32091	1.71138	2.35325	1.60185	2.07226	50.5859	73.5345	59.7948	65.1155	42.4237	53.8493	71.8679	49.1885	61.2441
27660	1700088E04Rik	8.43583	5.83614	6.92298	6.16546	5.51644	8.06868	5.4108	6.57325	7.87851	322.605	224.579	274.568	239.067	213.963	311.877	215.604	255.78	312.525
73553	1700091H14Rik	0.0435608	0.0226031	0	0.0212201	0	0	0.0235512	0.0443907	0.0409319	1.90891	0.993711	0	0.930221	0	0	1.02668	1.96754	1.8013
73536	1700092K14Rik	0	0	0	0	0	0	0.155462	0	0	0	0	0	0	0	0	1.02668	0	0
74307	1700092M07Rik	0.154107	0.831261	1.16763	0.917054	0.751296	0.553194	0.160072	0.159433	0	0.954453	4.96855	7.32181	5.58133	4.61127	3.36558	1.02668	0.983769	0
67358	1700093K21Rik	0.0275942	0.056544	0.0348306	0	0	0.0653235	0	0	0	0.954453	1.98742	1.2203	0	0	2.24372	0	0	0
73545	1700094D03Rik	11.7458	6.96383	9.08659	6.61951	7.92799	12.95	8.95237	13.6075	20.5017	974.496	580.327	724.859	531.156	674.168	1048.94	696.092	1086.08	1559.02
67523	1700094J05Rik	0.972521	0.410038	0.749909	0.96442	0.619497	0.809971	0.781186	0.606766	0.629528	28.6336	11.9245	21.9654	27.9066	18.4451	23.5591	22.587	17.7078	18.013
67360	1700095B10Rik	0	0	0.11994	0	0.0389939	0.0955575	0	0	0.0443667	0	0	2.4406	0	0.922255	2.24371	0	0	0.900605
	1700095B22Rik	0	0	0	0	0	0.0563424	0	0	0.127905	0	0	0	0	0	1.12186	0	0	2.70195
67927	1700096J18Rik	0.232279	0.361297	0.302851	0	0	0	0.246274	0.11775	0	1.90891	2.98113	2.4406	0	0	0	2.05337	0.983769	0
73571	1700096K18Rik	2.81424	2.41915	2.99243	2.75895	2.26111	3.14727	3.63386	3.37625	4.01852	86.8552	75.522	91.5226	81.8595	71.9359	93.1144	104.722	99.3607	114.382
67522	1700097N02Rik	0.51172	1.13563	0.426007	0.311166	0.734869	1.18379	0.345885	1.03474	0.532178	7.63562	16.8931	6.10151	4.65111	11.0671	17.9498	5.13342	15.7403	8.10584
73584	1700100L14Rik	0.0602029	0	0	0	0	0	0	0	0	0.954453	0	0	0	0	0	0	0	0
329375	1700101E01Rik	1.45576	0.612043	1.17843	0.916271	1.08982	0.809147	1.53141	1.80445	2.56826	38.1781	15.8994	28.0669	24.1858	26.7454	21.3153	42.094	46.2371	68.4493
100504641	1700101I11Rik	0.048261	0.100288	0.18869	0.0957393	0.136972	0	0.16087	0.150078	0.0468766	0.954453	1.98742	3.66091	1.86044	2.76676	0	3.08005	2.95131	0.900649
68230	1700102H20Rik	0.275275	0.294235	1.36188	0.324925	0.405932	0.162741	0.43777	0.854466	0.402859	1.90891	1.98742	10.9827	3.72088	2.76676	1.12186	3.08005	5.90261	2.70195
112418	1700102P08Rik	1.0979	0.778155	1.02112	0.960333	0.621448	0.554837	0.957708	0.651868	0.631671	33.4058	23.8491	29.2872	28.8369	19.3673	16.8279	27.7205	19.6754	18.9136
654802	1700105P06Rik	0.412097	0.215016	0.395249	0.399278	0.503205	0.477614	0.324323	0.315646	1.24943	3.81781	1.98742	3.66091	3.72088	4.61127	4.48744	3.08005	2.95131	11.7084
73272	1700108F19Rik	0	0.086642	0	0.122141	0	0.148293	0	0.0862537	0.160501	0	1.98742	0	2.79066	0	3.36558	0	1.96754	3.6026
68245	1700108J01Rik	0	0	0	0	0	0.299615	0	0	0	0	0	0	0	0	2.24372	0	0	0
	1700109F18Rik	0	0	0	0	0.0415413	0	0	0	0	0	0	0	0	0.922255	0	0	0	0
67355	1700109G14Rik	0.13155	0.0913285	0.0547981	0.0858382	0.0419364	0.0523414	0.0471124	0.0450613	0	2.86336	1.98742	1.2203	1.86044	0.922255	1.12186	1.02668	0.983769	0
77036	1700109H08Rik	1.02751	0.796724	1.85455	0.611434	0.665419	0.918411	1.3616	0.9018	0.698808	19.0891	14.9057	32.9482	11.1627	12.9116	16.8279	23.6137	16.7241	12.6091
